Exporting Country,Year,Exports in Millions,Importing Country
Switzerland,2011,,Iraq
Turkey,2011,,Iraq
UAE,2011,,Iraq
Ukraine,2011,52,Iraq
United Kingdom,2011,,Iraq
United States,2011,397,Iraq
Unknown supplier(s),2011,,Iraq
Yugoslavia,2011,,Iraq
Australia,2012,,Iraq
Belarus,2012,,Iraq
Brazil,2012,,Iraq
Bulgaria,2012,,Iraq
Canada,2012,,Iraq
China,2012,,Iraq
Czech Republic,2012,,Iraq
Egypt,2012,,Iraq
Estonia,2012,,Iraq
France,2012,,Iraq
Germany (FRG),2012,18,Iraq
Greece,2012,,Iraq
Hungary,2012,,Iraq
Iran,2012,,Iraq
Italy,2012,,Iraq
Jordan,2012,,Iraq
Pakistan,2012,,Iraq
Poland,2012,,Iraq
Russia,2012,,Iraq
Serbia,2012,,Iraq
South Africa,2012,5,Iraq
South Korea,2012,,Iraq
Soviet Union,2012,,Iraq
Spain,2012,,Iraq
Switzerland,2012,,Iraq
Turkey,2012,,Iraq
UAE,2012,,Iraq
Ukraine,2012,113,Iraq
United Kingdom,2012,,Iraq
United States,2012,340,Iraq
Unknown supplier(s),2012,,Iraq
Yugoslavia,2012,,Iraq
Australia,2013,,Iraq
Belarus,2013,,Iraq
Brazil,2013,,Iraq
Bulgaria,2013,,Iraq
Canada,2013,,Iraq
China,2013,,Iraq
Czech Republic,2013,,Iraq
Egypt,2013,,Iraq
Estonia,2013,,Iraq
France,2013,,Iraq
Germany (FRG),2013,,Iraq
Greece,2013,,Iraq
Hungary,2013,,Iraq
Iran,2013,,Iraq
Italy,2013,,Iraq
Jordan,2013,,Iraq
Pakistan,2013,,Iraq
Poland,2013,,Iraq
Russia,2013,51,Iraq
Serbia,2013,,Iraq
South Africa,2013,,Iraq
South Korea,2013,,Iraq
Soviet Union,2013,,Iraq
Spain,2013,,Iraq
Switzerland,2013,,Iraq
Turkey,2013,,Iraq
UAE,2013,,Iraq
Ukraine,2013,47,Iraq
United Kingdom,2013,,Iraq
United States,2013,255,Iraq
Unknown supplier(s),2013,,Iraq
Yugoslavia,2013,,Iraq
Australia,2014,,Iraq
Belarus,2014,,Iraq
Brazil,2014,,Iraq
Bulgaria,2014,4,Iraq
Canada,2014,,Iraq
China,2014,,Iraq
Czech Republic,2014,4,Iraq
Egypt,2014,,Iraq
Estonia,2014,,Iraq
France,2014,,Iraq
Germany (FRG),2014,6,Iraq
Greece,2014,,Iraq
Hungary,2014,,Iraq
Iran,2014,33,Iraq
Italy,2014,,Iraq
Jordan,2014,,Iraq
Pakistan,2014,,Iraq
Poland,2014,,Iraq
Russia,2014,301,Iraq
Serbia,2014,,Iraq
South Africa,2014,,Iraq
South Korea,2014,,Iraq
Soviet Union,2014,,Iraq
Spain,2014,,Iraq
Switzerland,2014,,Iraq
Turkey,2014,,Iraq
UAE,2014,,Iraq
Ukraine,2014,,Iraq
United Kingdom,2014,,Iraq
United States,2014,285,Iraq
Unknown supplier(s),2014,,Iraq
Yugoslavia,2014,,Iraq
Australia,2015,,Iraq
Belarus,2015,14,Iraq
Brazil,2015,,Iraq
Bulgaria,2015,49,Iraq
Canada,2015,,Iraq
China,2015,17,Iraq
Czech Republic,2015,86,Iraq
Egypt,2015,,Iraq
Estonia,2015,0,Iraq
France,2015,,Iraq
Germany (FRG),2015,13,Iraq
Greece,2015,,Iraq
Hungary,2015,,Iraq
Iran,2015,9,Iraq
Italy,2015,,Iraq
Jordan,2015,,Iraq
Pakistan,2015,,Iraq
Poland,2015,,Iraq
Russia,2015,420,Iraq
Serbia,2015,,Iraq
South Africa,2015,2,Iraq
South Korea,2015,,Iraq
Soviet Union,2015,,Iraq
Spain,2015,1,Iraq
Switzerland,2015,,Iraq
Turkey,2015,,Iraq
UAE,2015,,Iraq
Ukraine,2015,,Iraq
United Kingdom,2015,,Iraq
United States,2015,791,Iraq
Unknown supplier(s),2015,,Iraq
Yugoslavia,2015,,Iraq
Australia,2016,,Iraq
Belarus,2016,,Iraq
Brazil,2016,,Iraq
Bulgaria,2016,4,Iraq
Canada,2016,,Iraq
China,2016,,Iraq
Czech Republic,2016,74,Iraq
Egypt,2016,,Iraq
Estonia,2016,,Iraq
France,2016,,Iraq
Germany (FRG),2016,3,Iraq
Greece,2016,,Iraq
Hungary,2016,,Iraq
Iran,2016,,Iraq
Italy,2016,,Iraq
Jordan,2016,,Iraq
Pakistan,2016,,Iraq
Poland,2016,,Iraq
Russia,2016,300,Iraq
Serbia,2016,,Iraq
South Africa,2016,,Iraq
South Korea,2016,427,Iraq
Soviet Union,2016,,Iraq
Spain,2016,32,Iraq
Switzerland,2016,,Iraq
Turkey,2016,,Iraq
UAE,2016,,Iraq
Ukraine,2016,,Iraq
United Kingdom,2016,,Iraq
United States,2016,893,Iraq
Unknown supplier(s),2016,1,Iraq
Yugoslavia,2016,,Iraq
Aruba,1988,,Israel
Canada,1988,,Israel
France,1988,,Israel
Germany (FRG),1988,,Israel
Italy,1988,,Israel
United States,1988,582,Israel
Aruba,1989,,Israel
Canada,1989,,Israel
France,1989,,Israel
Germany (FRG),1989,,Israel
Italy,1989,,Israel
United States,1989,24,Israel
Aruba,1990,,Israel
Canada,1990,,Israel
France,1990,,Israel
Germany (FRG),1990,,Israel
Italy,1990,,Israel
United States,1990,81,Israel
Aruba,1991,,Israel
Canada,1991,,Israel
France,1991,3,Israel
Germany (FRG),1991,5,Israel
Italy,1991,,Israel
United States,1991,1212,Israel
Aruba,1992,,Israel
Canada,1992,,Israel
France,1992,,Israel
Germany (FRG),1992,,Israel
Italy,1992,,Israel
United States,1992,1313,Israel
Aruba,1993,,Israel
Canada,1993,,Israel
France,1993,,Israel
Germany (FRG),1993,,Israel
Italy,1993,,Israel
United States,1993,715,Israel
Aruba,1994,,Israel
Canada,1994,,Israel
France,1994,3,Israel
Germany (FRG),1994,1,Israel
Italy,1994,,Israel
United States,1994,752,Israel
Aruba,1995,,Israel
Canada,1995,,Israel
France,1995,3,Israel
Germany (FRG),1995,1,Israel
Italy,1995,,Israel
United States,1995,359,Israel
Aruba,1996,18,Israel
Canada,1996,,Israel
France,1996,14,Israel
Germany (FRG),1996,8,Israel
Italy,1996,,Israel
United States,1996,77,Israel
Aruba,1997,,Israel
Canada,1997,,Israel
France,1997,21,Israel
Germany (FRG),1997,4,Israel
Italy,1997,,Israel
United States,1997,42,Israel
Aruba,1998,,Israel
Canada,1998,,Israel
France,1998,17,Israel
Germany (FRG),1998,1,Israel
Italy,1998,,Israel
United States,1998,1273,Israel
Aruba,1999,,Israel
Canada,1999,,Israel
France,1999,,Israel
Germany (FRG),1999,500,Israel
Italy,1999,,Israel
United States,1999,691,Israel
Aruba,2000,,Israel
Canada,2000,,Israel
France,2000,,Israel
Germany (FRG),2000,266,Israel
Italy,2000,,Israel
United States,2000,102,Israel
Aruba,2001,,Israel
Canada,2001,,Israel
France,2001,,Israel
Germany (FRG),2001,16,Israel
Italy,2001,,Israel
United States,2001,115,Israel
Aruba,2002,,Israel
Canada,2002,,Israel
France,2002,6,Israel
Germany (FRG),2002,21,Israel
Italy,2002,,Israel
United States,2002,323,Israel
Aruba,2003,,Israel
Canada,2003,,Israel
France,2003,,Israel
Germany (FRG),2003,85,Israel
Italy,2003,,Israel
United States,2003,104,Israel
Aruba,2004,,Israel
Canada,2004,,Israel
France,2004,,Israel
Germany (FRG),2004,13,Israel
Italy,2004,,Israel
United States,2004,839,Israel
Aruba,2005,,Israel
Canada,2005,,Israel
France,2005,,Israel
Germany (FRG),2005,19,Israel
Italy,2005,,Israel
United States,2005,1114,Israel
Aruba,2006,,Israel
Canada,2006,,Israel
France,2006,,Israel
Germany (FRG),2006,13,Israel
Italy,2006,,Israel
United States,2006,1110,Israel
Aruba,2007,,Israel
Canada,2007,1,Israel
France,2007,,Israel
Germany (FRG),2007,23,Israel
Italy,2007,,Israel
United States,2007,839,Israel
Aruba,2008,,Israel
Canada,2008,1,Israel
France,2008,,Israel
Germany (FRG),2008,13,Israel
Italy,2008,,Israel
United States,2008,663,Israel
Aruba,2009,,Israel
Canada,2009,7,Israel
France,2009,,Israel
Germany (FRG),2009,13,Israel
Italy,2009,,Israel
United States,2009,134,Israel
Aruba,2010,,Israel
Canada,2010,7,Israel
France,2010,,Israel
Germany (FRG),2010,19,Israel
Italy,2010,,Israel
United States,2010,41,Israel
Aruba,2011,,Israel
Canada,2011,1,Israel
France,2011,,Israel
Germany (FRG),2011,25,Israel
Italy,2011,,Israel
United States,2011,59,Israel
Aruba,2012,,Israel
Canada,2012,1,Israel
France,2012,,Israel
Germany (FRG),2012,13,Israel
Italy,2012,,Israel
United States,2012,107,Israel
Aruba,2013,,Israel
Canada,2013,,Israel
France,2013,,Israel
Germany (FRG),2013,88,Israel
Italy,2013,,Israel
United States,2013,65,Israel
Aruba,2014,,Israel
Canada,2014,,Israel
France,2014,,Israel
Germany (FRG),2014,313,Israel
Italy,2014,77,Israel
United States,2014,121,Israel
Aruba,2015,,Israel
Canada,2015,,Israel
France,2015,,Israel
Germany (FRG),2015,313,Israel
Italy,2015,111,Israel
United States,2015,249,Israel
Aruba,2016,,Israel
Canada,2016,,Israel
France,2016,,Israel
Germany (FRG),2016,13,Israel
Italy,2016,68,Israel
United States,2016,526,Israel
Australia,1988,,Jordan
Austria,1988,,Jordan
Belgium,1988,,Jordan
Brazil,1988,3,Jordan
Canada,1988,,Jordan
China,1988,,Jordan
France,1988,58,Jordan
Germany (FRG),1988,,Jordan
Iraq,1988,116,Jordan
Israel,1988,,Jordan
Italy,1988,,Jordan
Netherlands,1988,,Jordan
Poland,1988,,Jordan
Russia,1988,,Jordan
South Africa,1988,,Jordan
South Korea,1988,,Jordan
Soviet Union,1988,19,Jordan
Spain,1988,32,Jordan
Turkey,1988,,Jordan
UAE,1988,,Jordan
Ukraine,1988,,Jordan
United Kingdom,1988,14,Jordan
United States,1988,5,Jordan
Unknown supplier(s),1988,,Jordan
Australia,1989,,Jordan
Austria,1989,,Jordan
Belgium,1989,,Jordan
Brazil,1989,,Jordan
Canada,1989,,Jordan
China,1989,,Jordan
France,1989,10,Jordan
Germany (FRG),1989,,Jordan
Iraq,1989,,Jordan
Israel,1989,,Jordan
Italy,1989,,Jordan
Netherlands,1989,,Jordan
Poland,1989,,Jordan
Russia,1989,,Jordan
South Africa,1989,,Jordan
South Korea,1989,,Jordan
Soviet Union,1989,19,Jordan
Spain,1989,,Jordan
Turkey,1989,,Jordan
UAE,1989,,Jordan
Ukraine,1989,,Jordan
United Kingdom,1989,23,Jordan
United States,1989,8,Jordan
Unknown supplier(s),1989,,Jordan
Australia,1990,,Jordan
Austria,1990,,Jordan
Belgium,1990,,Jordan
Brazil,1990,,Jordan
Canada,1990,,Jordan
China,1990,,Jordan
France,1990,,Jordan
Germany (FRG),1990,,Jordan
Iraq,1990,,Jordan
Israel,1990,,Jordan
Italy,1990,,Jordan
Netherlands,1990,,Jordan
Poland,1990,,Jordan
Russia,1990,,Jordan
South Africa,1990,,Jordan
South Korea,1990,,Jordan
Soviet Union,1990,,Jordan
Spain,1990,,Jordan
Turkey,1990,,Jordan
UAE,1990,,Jordan
Ukraine,1990,,Jordan
United Kingdom,1990,,Jordan
United States,1990,16,Jordan
Unknown supplier(s),1990,,Jordan
Australia,1991,,Jordan
Austria,1991,,Jordan
Belgium,1991,,Jordan
Brazil,1991,,Jordan
Canada,1991,,Jordan
China,1991,,Jordan
France,1991,,Jordan
Germany (FRG),1991,,Jordan
Iraq,1991,,Jordan
Israel,1991,,Jordan
Italy,1991,,Jordan
Netherlands,1991,,Jordan
Poland,1991,,Jordan
Russia,1991,,Jordan
South Africa,1991,,Jordan
South Korea,1991,,Jordan
Soviet Union,1991,,Jordan
Spain,1991,,Jordan
Turkey,1991,,Jordan
UAE,1991,,Jordan
Ukraine,1991,,Jordan
United Kingdom,1991,24,Jordan
United States,1991,,Jordan
Unknown supplier(s),1991,,Jordan
Australia,1992,,Jordan
Austria,1992,,Jordan
Belgium,1992,,Jordan
Brazil,1992,,Jordan
Canada,1992,,Jordan
China,1992,,Jordan
France,1992,,Jordan
Germany (FRG),1992,,Jordan
Iraq,1992,,Jordan
Israel,1992,,Jordan
Italy,1992,,Jordan
Netherlands,1992,,Jordan
Poland,1992,,Jordan
Russia,1992,,Jordan
South Africa,1992,,Jordan
South Korea,1992,,Jordan
Soviet Union,1992,,Jordan
Spain,1992,,Jordan
Turkey,1992,,Jordan
UAE,1992,,Jordan
Ukraine,1992,,Jordan
United Kingdom,1992,,Jordan
United States,1992,,Jordan
Unknown supplier(s),1992,,Jordan
Australia,1993,,Jordan
Austria,1993,,Jordan
Belgium,1993,,Jordan
Brazil,1993,,Jordan
Canada,1993,,Jordan
China,1993,,Jordan
France,1993,,Jordan
Germany (FRG),1993,,Jordan
Iraq,1993,,Jordan
Israel,1993,,Jordan
Italy,1993,,Jordan
Netherlands,1993,,Jordan
Poland,1993,,Jordan
Russia,1993,,Jordan
South Africa,1993,,Jordan
South Korea,1993,,Jordan
Soviet Union,1993,,Jordan
Spain,1993,,Jordan
Turkey,1993,,Jordan
UAE,1993,,Jordan
Ukraine,1993,,Jordan
United Kingdom,1993,,Jordan
United States,1993,1,Jordan
Unknown supplier(s),1993,,Jordan
Australia,1994,,Jordan
Austria,1994,,Jordan
Belgium,1994,,Jordan
Brazil,1994,,Jordan
Canada,1994,,Jordan
China,1994,,Jordan
France,1994,,Jordan
Germany (FRG),1994,,Jordan
Iraq,1994,,Jordan
Israel,1994,,Jordan
Italy,1994,,Jordan
Netherlands,1994,,Jordan
Poland,1994,,Jordan
Russia,1994,,Jordan
South Africa,1994,,Jordan
South Korea,1994,,Jordan
Soviet Union,1994,,Jordan
Spain,1994,,Jordan
Turkey,1994,,Jordan
UAE,1994,,Jordan
Ukraine,1994,,Jordan
United Kingdom,1994,,Jordan
United States,1994,5,Jordan
Unknown supplier(s),1994,,Jordan
Australia,1995,,Jordan
Austria,1995,,Jordan
Belgium,1995,,Jordan
Brazil,1995,,Jordan
Canada,1995,,Jordan
China,1995,,Jordan
France,1995,,Jordan
Germany (FRG),1995,,Jordan
Iraq,1995,,Jordan
Israel,1995,,Jordan
Italy,1995,,Jordan
Netherlands,1995,,Jordan
Poland,1995,,Jordan
Russia,1995,,Jordan
South Africa,1995,,Jordan
South Korea,1995,,Jordan
Soviet Union,1995,,Jordan
Spain,1995,,Jordan
Turkey,1995,,Jordan
UAE,1995,,Jordan
Ukraine,1995,,Jordan
United Kingdom,1995,,Jordan
United States,1995,19,Jordan
Unknown supplier(s),1995,,Jordan
Australia,1996,,Jordan
Austria,1996,,Jordan
Belgium,1996,,Jordan
Brazil,1996,,Jordan
Canada,1996,,Jordan
China,1996,,Jordan
France,1996,,Jordan
Germany (FRG),1996,,Jordan
Iraq,1996,,Jordan
Israel,1996,,Jordan
Italy,1996,,Jordan
Netherlands,1996,,Jordan
Poland,1996,,Jordan
Russia,1996,,Jordan
South Africa,1996,,Jordan
South Korea,1996,,Jordan
Soviet Union,1996,,Jordan
Spain,1996,,Jordan
Turkey,1996,,Jordan
UAE,1996,,Jordan
Ukraine,1996,,Jordan
United Kingdom,1996,,Jordan
United States,1996,75,Jordan
Unknown supplier(s),1996,,Jordan
Australia,1997,,Jordan
Austria,1997,,Jordan
Belgium,1997,,Jordan
Brazil,1997,,Jordan
Canada,1997,,Jordan
China,1997,,Jordan
France,1997,,Jordan
Germany (FRG),1997,,Jordan
Iraq,1997,,Jordan
Israel,1997,,Jordan
Italy,1997,,Jordan
Netherlands,1997,,Jordan
Poland,1997,,Jordan
Russia,1997,,Jordan
South Africa,1997,,Jordan
South Korea,1997,,Jordan
Soviet Union,1997,,Jordan
Spain,1997,,Jordan
Turkey,1997,,Jordan
